date,start_hour,phase_index,road,green_seconds,amber_seconds
2017-07-01,22,2670,East,20,3
2017-07-01,22,2671,West,17,3
2017-07-01,22,2672,North,48,3
2017-07-01,22,2673,South,23,3
2017-07-01,22,2674,East,20,3
2017-07-01,22,2675,West,17,3
2017-07-01,22,2676,North,48,3
2017-07-01,22,2677,South,23,3
2017-07-01,22,2678,East,20,3
2017-07-01,22,2679,West,17,3
2017-07-01,22,2680,North,48,3
2017-07-01,22,2681,South,23,3
2017-07-01,22,2682,East,20,3
2017-07-01,22,2683,West,17,3
2017-07-01,22,2684,North,48,3
2017-07-01,22,2685,South,23,3
2017-07-01,22,2686,East,20,3
2017-07-01,22,2687,West,17,3
2017-07-01,22,2688,North,48,3
2017-07-01,22,2689,South,23,3
2017-07-01,22,2690,East,20,3
2017-07-01,22,2691,West,17,3
2017-07-01,22,2692,North,48,3
2017-07-01,22,2693,South,23,3
2017-07-01,22,2694,East,20,3
2017-07-01,22,2695,West,17,3
2017-07-01,22,2696,North,48,3
2017-07-01,22,2697,South,23,3
2017-07-01,22,2698,East,20,3
2017-07-01,22,2699,West,17,3
2017-07-01,22,2700,North,48,3
2017-07-01,22,2701,South,23,3
2017-07-01,22,2702,East,20,3
2017-07-01,22,2703,West,17,3
2017-07-01,22,2704,North,48,3
2017-07-01,22,2705,South,23,3
2017-07-01,22,2706,East,20,3
2017-07-01,22,2707,West,17,3
2017-07-01,22,2708,North,48,3
2017-07-01,22,2709,South,23,3
2017-07-01,22,2710,East,20,3
2017-07-01,22,2711,West,17,3
2017-07-01,22,2712,North,48,3
2017-07-01,22,2713,South,23,3
2017-07-01,22,2714,East,20,3
2017-07-01,22,2715,West,17,3
2017-07-01,22,2716,North,48,3
2017-07-01,22,2717,South,23,3
2017-07-01,22,2718,East,20,3
2017-07-01,22,2719,West,17,3
2017-07-01,22,2720,North,48,3
2017-07-01,22,2721,South,23,3
2017-07-01,22,2722,East,20,3
2017-07-01,22,2723,West,17,3
2017-07-01,22,2724,North,48,3
2017-07-01,22,2725,South,23,3
2017-07-01,22,2726,East,20,3
2017-07-01,22,2727,West,17,3
2017-07-01,22,2728,North,48,3
2017-07-01,22,2729,South,23,3
2017-07-01,22,2730,East,20,3
2017-07-01,22,2731,West,17,3
2017-07-01,22,2732,North,48,3
2017-07-01,22,2733,South,23,3
2017-07-01,22,2734,East,20,3
2017-07-01,22,2735,West,17,3
2017-07-01,22,2736,North,48,3
2017-07-01,22,2737,South,23,3
2017-07-01,22,2738,East,20,3
2017-07-01,22,2739,West,17,3
2017-07-01,22,2740,North,48,3
2017-07-01,22,2741,South,23,3
2017-07-01,22,2742,East,20,3
2017-07-01,22,2743,West,17,3
2017-07-01,22,2744,North,48,3
2017-07-01,22,2745,South,23,3
2017-07-01,22,2746,East,20,3
2017-07-01,22,2747,West,17,3
2017-07-01,22,2748,North,48,3
2017-07-01,22,2749,South,23,3
2017-07-01,22,2750,East,20,3
2017-07-01,22,2751,West,17,3
2017-07-01,22,2752,North,48,3
2017-07-01,22,2753,South,23,3
2017-07-01,22,2754,East,20,3
2017-07-01,22,2755,West,17,3
2017-07-01,22,2756,North,48,3
2017-07-01,22,2757,South,23,3
2017-07-01,22,2758,East,20,3
2017-07-01,22,2759,West,17,3
2017-07-01,23,2760,North,47,3
2017-07-01,23,2761,South,23,3
2017-07-01,23,2762,East,21,3
2017-07-01,23,2763,West,17,3
2017-07-01,23,2764,North,47,3
2017-07-01,23,2765,South,23,3
2017-07-01,23,2766,East,21,3
2017-07-01,23,2767,West,17,3
2017-07-01,23,2768,North,47,3
2017-07-01,23,2769,South,23,3
2017-07-01,23,2770,East,21,3
2017-07-01,23,2771,West,17,3
2017-07-01,23,2772,North,47,3
2017-07-01,23,2773,South,23,3
2017-07-01,23,2774,East,21,3
2017-07-01,23,2775,West,17,3
2017-07-01,23,2776,North,47,3
2017-07-01,23,2777,South,23,3
2017-07-01,23,2778,East,21,3
2017-07-01,23,2779,West,17,3
2017-07-01,23,2780,North,47,3
2017-07-01,23,2781,South,23,3
2017-07-01,23,2782,East,21,3
2017-07-01,23,2783,West,17,3
2017-07-01,23,2784,North,47,3
2017-07-01,23,2785,South,23,3
2017-07-01,23,2786,East,21,3
2017-07-01,23,2787,West,17,3
2017-07-01,23,2788,North,47,3
2017-07-01,23,2789,South,23,3
2017-07-01,23,2790,East,21,3
2017-07-01,23,2791,West,17,3
2017-07-01,23,2792,North,47,3
2017-07-01,23,2793,South,23,3
2017-07-01,23,2794,East,21,3
2017-07-01,23,2795,West,17,3
2017-07-01,23,2796,North,47,3
2017-07-01,23,2797,South,23,3
2017-07-01,23,2798,East,21,3
2017-07-01,23,2799,West,17,3
2017-07-01,23,2800,North,47,3
2017-07-01,23,2801,South,23,3
2017-07-01,23,2802,East,21,3
2017-07-01,23,2803,West,17,3
2017-07-01,23,2804,North,47,3
2017-07-01,23,2805,South,23,3
2017-07-01,23,2806,East,21,3
2017-07-01,23,2807,West,17,3
2017-07-01,23,2808,North,47,3
2017-07-01,23,2809,South,23,3
2017-07-01,23,2810,East,21,3
2017-07-01,23,2811,West,17,3
2017-07-01,23,2812,North,47,3
2017-07-01,23,2813,South,23,3
2017-07-01,23,2814,East,21,3
2017-07-01,23,2815,West,17,3
2017-07-01,23,2816,North,47,3
2017-07-01,23,2817,South,23,3
2017-07-01,23,2818,East,21,3
2017-07-01,23,2819,West,17,3
2017-07-01,23,2820,North,47,3
2017-07-01,23,2821,South,23,3
2017-07-01,23,2822,East,21,3
2017-07-01,23,2823,West,17,3
2017-07-01,23,2824,North,47,3
2017-07-01,23,2825,South,23,3
2017-07-01,23,2826,East,21,3
2017-07-01,23,2827,West,17,3
2017-07-01,23,2828,North,47,3
2017-07-01,23,2829,South,23,3
2017-07-01,23,2830,East,21,3
2017-07-01,23,2831,West,17,3
2017-07-01,23,2832,North,47,3
2017-07-01,23,2833,South,23,3
2017-07-01,23,2834,East,21,3
2017-07-01,23,2835,West,17,3
2017-07-01,23,2836,North,47,3
2017-07-01,23,2837,South,23,3
2017-07-01,23,2838,East,21,3
2017-07-01,23,2839,West,17,3
2017-07-01,23,2840,North,47,3
2017-07-01,23,2841,South,23,3
2017-07-01,23,2842,East,21,3
2017-07-01,23,2843,West,17,3
2017-07-01,23,2844,North,47,3
2017-07-01,23,2845,South,23,3
2017-07-01,23,2846,East,21,3
2017-07-01,23,2847,West,17,3
2017-07-01,23,2848,North,47,3
2017-07-01,23,2849,South,23,3
2017-07-01,23,2850,East,21,3
2017-07-01,23,2851,West,17,3
2017-07-01,23,2852,North,47,3
2017-07-01,23,2853,South,23,3
2017-07-01,23,2854,East,21,3
2017-07-01,23,2855,West,17,3
2017-07-01,23,2856,North,47,3
2017-07-01,23,2857,South,23,3
2017-07-01,23,2858,East,21,3
2017-07-01,23,2859,West,17,3
2017-07-01,23,2860,North,47,3
2017-07-01,23,2861,South,23,3
2017-07-01,23,2862,East,21,3
2017-07-01,23,2863,West,17,3
2017-07-01,23,2864,North,47,3
2017-07-01,23,2865,South,23,3
2017-07-01,23,2866,East,21,3
2017-07-01,23,2867,West,17,3
2017-07-01,23,2868,North,47,3
2017-07-01,23,2869,South,23,3
2017-07-01,23,2870,East,21,3
2017-07-01,23,2871,West,17,3
2017-07-01,23,2872,North,47,3
2017-07-01,23,2873,South,23,3
2017-07-01,23,2874,East,21,3
2017-07-01,23,2875,West,17,3
2017-07-01,23,2876,North,47,3
2017-07-01,23,2877,South,23,3
2017-07-01,23,2878,East,21,3
2017-07-01,23,2879,West,17,3
2017-07-02,0,2880,North,46,3
2017-07-02,0,2881,South,24,3
2017-07-02,0,2882,East,21,3
2017-07-02,0,2883,West,17,3
2017-07-02,0,2884,North,46,3
2017-07-02,0,2885,South,24,3
2017-07-02,0,2886,East,21,3
2017-07-02,0,2887,West,17,3
2017-07-02,0,2888,North,46,3
2017-07-02,0,2889,South,24,3
2017-07-02,0,2890,East,21,3
2017-07-02,0,2891,West,17,3
2017-07-02,0,2892,North,46,3
2017-07-02,0,2893,South,24,3
2017-07-02,0,2894,East,21,3
2017-07-02,0,2895,West,17,3
2017-07-02,0,2896,North,46,3
2017-07-02,0,2897,South,24,3
2017-07-02,0,2898,East,21,3
2017-07-02,0,2899,West,17,3
2017-07-02,0,2900,North,46,3
2017-07-02,0,2901,South,24,3
2017-07-02,0,2902,East,21,3
2017-07-02,0,2903,West,17,3
2017-07-02,0,2904,North,46,3
2017-07-02,0,2905,South,24,3
2017-07-02,0,2906,East,21,3
2017-07-02,0,2907,West,17,3
2017-07-02,0,2908,North,46,3
2017-07-02,0,2909,South,24,3
2017-07-02,0,2910,East,21,3
2017-07-02,0,2911,West,17,3
2017-07-02,0,2912,North,46,3
2017-07-02,0,2913,South,24,3
2017-07-02,0,2914,East,21,3
2017-07-02,0,2915,West,17,3
2017-07-02,0,2916,North,46,3
2017-07-02,0,2917,South,24,3
2017-07-02,0,2918,East,21,3
2017-07-02,0,2919,West,17,3
2017-07-02,0,2920,North,46,3
2017-07-02,0,2921,South,24,3
2017-07-02,0,2922,East,21,3
2017-07-02,0,2923,West,17,3
2017-07-02,0,2924,North,46,3
2017-07-02,0,2925,South,24,3
2017-07-02,0,2926,East,21,3
2017-07-02,0,2927,West,17,3
2017-07-02,0,2928,North,46,3
2017-07-02,0,2929,South,24,3
2017-07-02,0,2930,East,21,3
2017-07-02,0,2931,West,17,3
2017-07-02,0,2932,North,46,3
2017-07-02,0,2933,South,24,3
2017-07-02,0,2934,East,21,3
2017-07-02,0,2935,West,17,3
2017-07-02,0,2936,North,46,3
2017-07-02,0,2937,South,24,3
2017-07-02,0,2938,East,21,3
2017-07-02,0,2939,West,17,3
2017-07-02,0,2940,North,46,3
2017-07-02,0,2941,South,24,3
2017-07-02,0,2942,East,21,3
2017-07-02,0,2943,West,17,3
2017-07-02,0,2944,North,46,3
2017-07-02,0,2945,South,24,3
2017-07-02,0,2946,East,21,3
2017-07-02,0,2947,West,17,3
2017-07-02,0,2948,North,46,3
2017-07-02,0,2949,South,24,3
2017-07-02,0,2950,East,21,3
2017-07-02,0,2951,West,17,3
2017-07-02,0,2952,North,46,3
2017-07-02,0,2953,South,24,3
2017-07-02,0,2954,East,21,3
2017-07-02,0,2955,West,17,3
2017-07-02,0,2956,North,46,3
2017-07-02,0,2957,South,24,3
2017-07-02,0,2958,East,21,3
2017-07-02,0,2959,West,17,3
2017-07-02,0,2960,North,46,3
2017-07-02,0,2961,South,24,3
2017-07-02,0,2962,East,21,3
2017-07-02,0,2963,West,17,3
2017-07-02,0,2964,North,46,3
2017-07-02,0,2965,South,24,3
2017-07-02,0,2966,East,21,3
2017-07-02,0,2967,West,17,3
2017-07-02,0,2968,North,46,3
2017-07-02,0,2969,South,24,3
2017-07-02,0,2970,East,21,3
2017-07-02,0,2971,West,17,3
2017-07-02,0,2972,North,46,3
2017-07-02,0,2973,South,24,3
2017-07-02,0,2974,East,21,3
2017-07-02,0,2975,West,17,3
2017-07-02,0,2976,North,46,3
2017-07-02,0,2977,South,24,3
2017-07-02,0,2978,East,21,3
2017-07-02,0,2979,West,17,3
2017-07-02,0,2980,North,46,3
2017-07-02,0,2981,South,24,3
2017-07-02,0,2982,East,21,3
2017-07-02,0,2983,West,17,3
2017-07-02,0,2984,North,46,3
2017-07-02,0,2985,South,24,3
2017-07-02,0,2986,East,21,3
2017-07-02,0,2987,West,17,3
2017-07-02,0,2988,North,46,3
2017-07-02,0,2989,South,24,3
2017-07-02,0,2990,East,21,3
2017-07-02,0,2991,West,17,3
2017-07-02,0,2992,North,46,3
2017-07-02,0,2993,South,24,3
2017-07-02,0,2994,East,21,3
2017-07-02,0,2995,West,17,3
2017-07-02,0,2996,North,46,3
2017-07-02,0,2997,South,24,3
2017-07-02,0,2998,East,21,3
2017-07-02,0,2999,West,17,3
2017-07-02,1,3000,North,46,3
2017-07-02,1,3001,South,25,3
2017-07-02,1,3002,East,20,3
2017-07-02,1,3003,West,17,3
2017-07-02,1,3004,North,46,3
2017-07-02,1,3005,South,25,3
2017-07-02,1,3006,East,20,3
2017-07-02,1,3007,West,17,3
2017-07-02,1,3008,North,46,3
2017-07-02,1,3009,South,25,3
2017-07-02,1,3010,East,20,3
2017-07-02,1,3011,West,17,3
2017-07-02,1,3012,North,46,3
2017-07-02,1,3013,South,25,3
2017-07-02,1,3014,East,20,3
2017-07-02,1,3015,West,17,3
2017-07-02,1,3016,North,46,3
2017-07-02,1,3017,South,25,3
2017-07-02,1,3018,East,20,3
2017-07-02,1,3019,West,17,3
2017-07-02,1,3020,North,46,3
2017-07-02,1,3021,South,25,3
2017-07-02,1,3022,East,20,3
2017-07-02,1,3023,West,17,3
2017-07-02,1,3024,North,46,3
2017-07-02,1,3025,South,25,3
2017-07-02,1,3026,East,20,3
2017-07-02,1,3027,West,17,3
2017-07-02,1,3028,North,46,3
2017-07-02,1,3029,South,25,3
2017-07-02,1,3030,East,20,3
2017-07-02,1,3031,West,17,3
2017-07-02,1,3032,North,46,3
2017-07-02,1,3033,South,25,3
2017-07-02,1,3034,East,20,3
2017-07-02,1,3035,West,17,3
2017-07-02,1,3036,North,46,3
2017-07-02,1,3037,South,25,3
2017-07-02,1,3038,East,20,3
2017-07-02,1,3039,West,17,3
2017-07-02,1,3040,North,46,3
2017-07-02,1,3041,South,25,3
2017-07-02,1,3042,East,20,3
2017-07-02,1,3043,West,17,3
2017-07-02,1,3044,North,46,3
2017-07-02,1,3045,South,25,3
2017-07-02,1,3046,East,20,3
2017-07-02,1,3047,West,17,3
2017-07-02,1,3048,North,46,3
2017-07-02,1,3049,South,25,3
2017-07-02,1,3050,East,20,3
2017-07-02,1,3051,West,17,3
2017-07-02,1,3052,North,46,3
2017-07-02,1,3053,South,25,3
2017-07-02,1,3054,East,20,3
2017-07-02,1,3055,West,17,3
2017-07-02,1,3056,North,46,3
2017-07-02,1,3057,South,25,3
2017-07-02,1,3058,East,20,3
2017-07-02,1,3059,West,17,3
2017-07-02,1,3060,North,46,3
2017-07-02,1,3061,South,25,3
2017-07-02,1,3062,East,20,3
2017-07-02,1,3063,West,17,3
2017-07-02,1,3064,North,46,3
2017-07-02,1,3065,South,25,3
2017-07-02,1,3066,East,20,3
2017-07-02,1,3067,West,17,3
2017-07-02,1,3068,North,46,3
2017-07-02,1,3069,South,25,3
2017-07-02,1,3070,East,20,3
2017-07-02,1,3071,West,17,3
2017-07-02,1,3072,North,46,3
2017-07-02,1,3073,South,25,3
2017-07-02,1,3074,East,20,3
2017-07-02,1,3075,West,17,3
2017-07-02,1,3076,North,46,3
2017-07-02,1,3077,South,25,3
2017-07-02,1,3078,East,20,3
2017-07-02,1,3079,West,17,3
2017-07-02,1,3080,North,46,3
2017-07-02,1,3081,South,25,3
2017-07-02,1,3082,East,20,3
2017-07-02,1,3083,West,17,3
2017-07-02,1,3084,North,46,3
2017-07-02,1,3085,South,25,3
2017-07-02,1,3086,East,20,3
2017-07-02,1,3087,West,17,3
2017-07-02,1,3088,North,46,3
2017-07-02,1,3089,South,25,3
2017-07-02,1,3090,East,20,3
2017-07-02,1,3091,West,17,3
2017-07-02,1,3092,North,46,3
2017-07-02,1,3093,South,25,3
2017-07-02,1,3094,East,20,3
2017-07-02,1,3095,West,17,3
2017-07-02,1,3096,North,46,3
2017-07-02,1,3097,South,25,3
2017-07-02,1,3098,East,20,3
2017-07-02,1,3099,West,17,3
2017-07-02,1,3100,North,46,3
2017-07-02,1,3101,South,25,3
2017-07-02,1,3102,East,20,3
2017-07-02,1,3103,West,17,3
2017-07-02,1,3104,North,46,3
2017-07-02,1,3105,South,25,3
2017-07-02,1,3106,East,20,3
2017-07-02,1,3107,West,17,3
2017-07-02,1,3108,North,46,3
2017-07-02,1,3109,South,25,3
2017-07-02,1,3110,East,20,3
2017-07-02,1,3111,West,17,3
2017-07-02,1,3112,North,46,3
2017-07-02,1,3113,South,25,3
2017-07-02,1,3114,East,20,3
2017-07-02,1,3115,West,17,3
2017-07-02,1,3116,North,46,3
2017-07-02,1,3117,South,25,3
2017-07-02,1,3118,East,20,3
2017-07-02,1,3119,West,17,3
2017-07-02,2,3120,North,44,3
2017-07-02,2,3121,South,26,3
2017-07-02,2,3122,East,20,3
2017-07-02,2,3123,West,18,3
2017-07-02,2,3124,North,44,3
2017-07-02,2,3125,South,26,3
2017-07-02,2,3126,East,20,3
2017-07-02,2,3127,West,18,3
2017-07-02,2,3128,North,44,3
2017-07-02,2,3129,South,26,3
2017-07-02,2,3130,East,20,3
2017-07-02,2,3131,West,18,3
2017-07-02,2,3132,North,44,3
2017-07-02,2,3133,South,26,3
2017-07-02,2,3134,East,20,3
2017-07-02,2,3135,West,18,3
2017-07-02,2,3136,North,44,3
2017-07-02,2,3137,South,26,3
2017-07-02,2,3138,East,20,3
2017-07-02,2,3139,West,18,3
2017-07-02,2,3140,North,44,3
2017-07-02,2,3141,South,26,3
2017-07-02,2,3142,East,20,3
2017-07-02,2,3143,West,18,3
2017-07-02,2,3144,North,44,3
2017-07-02,2,3145,South,26,3
2017-07-02,2,3146,East,20,3
2017-07-02,2,3147,West,18,3
2017-07-02,2,3148,North,44,3
2017-07-02,2,3149,South,26,3
2017-07-02,2,3150,East,20,3
2017-07-02,2,3151,West,18,3
2017-07-02,2,3152,North,44,3
2017-07-02,2,3153,South,26,3
2017-07-02,2,3154,East,20,3
2017-07-02,2,3155,West,18,3
2017-07-02,2,3156,North,44,3
2017-07-02,2,3157,South,26,3
2017-07-02,2,3158,East,20,3
2017-07-02,2,3159,West,18,3
2017-07-02,2,3160,North,44,3
2017-07-02,2,3161,South,26,3
2017-07-02,2,3162,East,20,3
2017-07-02,2,3163,West,18,3
2017-07-02,2,3164,North,44,3
2017-07-02,2,3165,South,26,3
2017-07-02,2,3166,East,20,3
2017-07-02,2,3167,West,18,3
2017-07-02,2,3168,North,44,3
2017-07-02,2,3169,South,26,3
2017-07-02,2,3170,East,20,3
2017-07-02,2,3171,West,18,3
2017-07-02,2,3172,North,44,3
2017-07-02,2,3173,South,26,3
2017-07-02,2,3174,East,20,3
2017-07-02,2,3175,West,18,3
2017-07-02,2,3176,North,44,3
2017-07-02,2,3177,South,26,3
2017-07-02,2,3178,East,20,3
2017-07-02,2,3179,West,18,3
2017-07-02,2,3180,North,44,3
2017-07-02,2,3181,South,26,3
2017-07-02,2,3182,East,20,3
2017-07-02,2,3183,West,18,3
2017-07-02,2,3184,North,44,3
2017-07-02,2,3185,South,26,3
2017-07-02,2,3186,East,20,3
2017-07-02,2,3187,West,18,3
2017-07-02,2,3188,North,44,3
2017-07-02,2,3189,South,26,3
2017-07-02,2,3190,East,20,3
2017-07-02,2,3191,West,18,3
2017-07-02,2,3192,North,44,3
2017-07-02,2,3193,South,26,3
2017-07-02,2,3194,East,20,3
2017-07-02,2,3195,West,18,3
2017-07-02,2,3196,North,44,3
2017-07-02,2,3197,South,26,3
2017-07-02,2,3198,East,20,3
2017-07-02,2,3199,West,18,3
2017-07-02,2,3200,North,44,3
2017-07-02,2,3201,South,26,3
2017-07-02,2,3202,East,20,3
2017-07-02,2,3203,West,18,3
2017-07-02,2,3204,North,44,3
2017-07-02,2,3205,South,26,3
2017-07-02,2,3206,East,20,3
2017-07-02,2,3207,West,18,3
2017-07-02,2,3208,North,44,3
2017-07-02,2,3209,South,26,3
2017-07-02,2,3210,East,20,3
2017-07-02,2,3211,West,18,3
2017-07-02,2,3212,North,44,3
2017-07-02,2,3213,South,26,3
2017-07-02,2,3214,East,20,3
2017-07-02,2,3215,West,18,3
2017-07-02,2,3216,North,44,3
2017-07-02,2,3217,South,26,3
2017-07-02,2,3218,East,20,3
2017-07-02,2,3219,West,18,3
2017-07-02,2,3220,North,44,3
2017-07-02,2,3221,South,26,3
2017-07-02,2,3222,East,20,3
2017-07-02,2,3223,West,18,3
2017-07-02,2,3224,North,44,3
2017-07-02,2,3225,South,26,3
2017-07-02,2,3226,East,20,3
2017-07-02,2,3227,West,18,3
2017-07-02,2,3228,North,44,3
2017-07-02,2,3229,South,26,3
2017-07-02,2,3230,East,20,3
2017-07-02,2,3231,West,18,3
2017-07-02,2,3232,North,44,3
2017-07-02,2,3233,South,26,3
2017-07-02,2,3234,East,20,3
2017-07-02,2,3235,West,18,3
2017-07-02,2,3236,North,44,3
2017-07-02,2,3237,South,26,3
2017-07-02,2,3238,East,20,3
2017-07-02,2,3239,West,18,3
2017-07-02,3,3240,North,47,3
2017-07-02,3,3241,South,22,3
2017-07-02,3,3242,East,21,3
2017-07-02,3,3243,West,18,3
2017-07-02,3,3244,North,47,3
2017-07-02,3,3245,South,22,3
2017-07-02,3,3246,East,21,3
2017-07-02,3,3247,West,18,3
2017-07-02,3,3248,North,47,3
2017-07-02,3,3249,South,22,3
2017-07-02,3,3250,East,21,3
2017-07-02,3,3251,West,18,3
2017-07-02,3,3252,North,47,3
2017-07-02,3,3253,South,22,3
2017-07-02,3,3254,East,21,3
2017-07-02,3,3255,West,18,3
2017-07-02,3,3256,North,47,3
2017-07-02,3,3257,South,22,3
2017-07-02,3,3258,East,21,3
2017-07-02,3,3259,West,18,3
2017-07-02,3,3260,North,47,3
2017-07-02,3,3261,South,22,3
2017-07-02,3,3262,East,21,3
2017-07-02,3,3263,West,18,3
2017-07-02,3,3264,North,47,3
2017-07-02,3,3265,South,22,3
2017-07-02,3,3266,East,21,3
2017-07-02,3,3267,West,18,3
2017-07-02,3,3268,North,47,3
2017-07-02,3,3269,South,22,3
2017-07-02,3,3270,East,21,3
2017-07-02,3,3271,West,18,3
2017-07-02,3,3272,North,47,3
2017-07-02,3,3273,South,22,3
2017-07-02,3,3274,East,21,3
2017-07-02,3,3275,West,18,3
2017-07-02,3,3276,North,47,3
2017-07-02,3,3277,South,22,3
2017-07-02,3,3278,East,21,3
2017-07-02,3,3279,West,18,3
2017-07-02,3,3280,North,47,3
2017-07-02,3,3281,South,22,3
2017-07-02,3,3282,East,21,3
2017-07-02,3,3283,West,18,3
2017-07-02,3,3284,North,47,3
2017-07-02,3,3285,South,22,3
2017-07-02,3,3286,East,21,3
2017-07-02,3,3287,West,18,3
2017-07-02,3,3288,North,47,3
2017-07-02,3,3289,South,22,3
2017-07-02,3,3290,East,21,3
2017-07-02,3,3291,West,18,3
2017-07-02,3,3292,North,47,3
2017-07-02,3,3293,South,22,3
2017-07-02,3,3294,East,21,3
2017-07-02,3,3295,West,18,3
2017-07-02,3,3296,North,47,3
2017-07-02,3,3297,South,22,3
2017-07-02,3,3298,East,21,3
2017-07-02,3,3299,West,18,3
2017-07-02,3,3300,North,47,3
2017-07-02,3,3301,South,22,3
2017-07-02,3,3302,East,21,3
2017-07-02,3,3303,West,18,3
2017-07-02,3,3304,North,47,3
2017-07-02,3,3305,South,22,3
2017-07-02,3,3306,East,21,3
2017-07-02,3,3307,West,18,3
2017-07-02,3,3308,North,47,3
2017-07-02,3,3309,South,22,3
2017-07-02,3,3310,East,21,3
2017-07-02,3,3311,West,18,3
2017-07-02,3,3312,North,47,3
2017-07-02,3,3313,South,22,3
2017-07-02,3,3314,East,21,3
2017-07-02,3,3315,West,18,3
2017-07-02,3,3316,North,47,3
2017-07-02,3,3317,South,22,3
2017-07-02,3,3318,East,21,3
2017-07-02,3,3319,West,18,3
2017-07-02,3,3320,North,47,3
2017-07-02,3,3321,South,22,3
2017-07-02,3,3322,East,21,3
2017-07-02,3,3323,West,18,3
2017-07-02,3,3324,North,47,3
2017-07-02,3,3325,South,22,3
2017-07-02,3,3326,East,21,3
2017-07-02,3,3327,West,18,3
2017-07-02,3,3328,North,47,3
2017-07-02,3,3329,South,22,3
2017-07-02,3,3330,East,21,3
2017-07-02,3,3331,West,18,3
2017-07-02,3,3332,North,47,3
2017-07-02,3,3333,South,22,3
2017-07-02,3,3334,East,21,3
2017-07-02,3,3335,West,18,3
2017-07-02,3,3336,North,47,3
2017-07-02,3,3337,South,22,3
2017-07-02,3,3338,East,21,3
2017-07-02,3,3339,West,18,3
2017-07-02,3,3340,North,47,3
2017-07-02,3,3341,South,22,3
2017-07-02,3,3342,East,21,3
2017-07-02,3,3343,West,18,3
2017-07-02,3,3344,North,47,3
2017-07-02,3,3345,South,22,3
2017-07-02,3,3346,East,21,3
2017-07-02,3,3347,West,18,3
2017-07-02,3,3348,North,47,3
2017-07-02,3,3349,South,22,3
2017-07-02,3,3350,East,21,3
2017-07-02,3,3351,West,18,3
2017-07-02,3,3352,North,47,3
2017-07-02,3,3353,South,22,3
2017-07-02,3,3354,East,21,3
2017-07-02,3,3355,West,18,3
2017-07-02,3,3356,North,47,3
2017-07-02,3,3357,South,22,3
2017-07-02,3,3358,East,21,3
2017-07-02,3,3359,West,18,3
2017-07-02,4,3360,North,44,3
2017-07-02,4,3361,South,25,3
2017-07-02,4,3362,East,21,3
2017-07-02,4,3363,West,18,3
2017-07-02,4,3364,North,44,3
2017-07-02,4,3365,South,25,3
2017-07-02,4,3366,East,21,3
2017-07-02,4,3367,West,18,3
2017-07-02,4,3368,North,44,3
2017-07-02,4,3369,South,25,3
2017-07-02,4,3370,East,21,3
2017-07-02,4,3371,West,18,3
2017-07-02,4,3372,North,44,3
2017-07-02,4,3373,South,25,3
2017-07-02,4,3374,East,21,3
2017-07-02,4,3375,West,18,3
2017-07-02,4,3376,North,44,3
2017-07-02,4,3377,South,25,3
2017-07-02,4,3378,East,21,3
2017-07-02,4,3379,West,18,3
2017-07-02,4,3380,North,44,3
2017-07-02,4,3381,South,25,3
2017-07-02,4,3382,East,21,3
2017-07-02,4,3383,West,18,3
2017-07-02,4,3384,North,44,3
2017-07-02,4,3385,South,25,3
2017-07-02,4,3386,East,21,3
2017-07-02,4,3387,West,18,3
2017-07-02,4,3388,North,44,3
2017-07-02,4,3389,South,25,3
2017-07-02,4,3390,East,21,3
2017-07-02,4,3391,West,18,3
2017-07-02,4,3392,North,44,3
2017-07-02,4,3393,South,25,3
2017-07-02,4,3394,East,21,3
2017-07-02,4,3395,West,18,3
2017-07-02,4,3396,North,44,3
2017-07-02,4,3397,South,25,3
2017-07-02,4,3398,East,21,3
2017-07-02,4,3399,West,18,3
2017-07-02,4,3400,North,44,3
2017-07-02,4,3401,South,25,3
2017-07-02,4,3402,East,21,3
2017-07-02,4,3403,West,18,3
2017-07-02,4,3404,North,44,3
2017-07-02,4,3405,South,25,3
2017-07-02,4,3406,East,21,3
2017-07-02,4,3407,West,18,3
2017-07-02,4,3408,North,44,3
2017-07-02,4,3409,South,25,3
2017-07-02,4,3410,East,21,3
2017-07-02,4,3411,West,18,3
2017-07-02,4,3412,North,44,3
2017-07-02,4,3413,South,25,3
2017-07-02,4,3414,East,21,3
2017-07-02,4,3415,West,18,3
2017-07-02,4,3416,North,44,3
2017-07-02,4,3417,South,25,3
2017-07-02,4,3418,East,21,3
2017-07-02,4,3419,West,18,3
2017-07-02,4,3420,North,44,3
2017-07-02,4,3421,South,25,3
2017-07-02,4,3422,East,21,3
2017-07-02,4,3423,West,18,3
2017-07-02,4,3424,North,44,3
2017-07-02,4,3425,South,25,3
2017-07-02,4,3426,East,21,3
2017-07-02,4,3427,West,18,3
2017-07-02,4,3428,North,44,3
2017-07-02,4,3429,South,25,3
2017-07-02,4,3430,East,21,3
2017-07-02,4,3431,West,18,3
2017-07-02,4,3432,North,44,3
2017-07-02,4,3433,South,25,3
2017-07-02,4,3434,East,21,3
2017-07-02,4,3435,West,18,3
2017-07-02,4,3436,North,44,3
2017-07-02,4,3437,South,25,3
2017-07-02,4,3438,East,21,3
2017-07-02,4,3439,West,18,3
2017-07-02,4,3440,North,44,3
2017-07-02,4,3441,South,25,3
2017-07-02,4,3442,East,21,3
2017-07-02,4,3443,West,18,3
2017-07-02,4,3444,North,44,3
2017-07-02,4,3445,South,25,3
