# run_started_utc: 2026-08-20T04:51:41.570442+00:00
# run_started_local: 2026-08-20T10:21:41.570442+05:30
# run_ended_utc: 2026-08-20T04:52:42.787463+00:00
# simulated_duration_s: 1977.5
# rows_written: 788
# git_commit: 9520573
# git_tree: clean
# schedule_file: E:\BSc Project Task\Simulation\signal_schedule_annual.csv
# schedule_sha256: 9ab4100c95934d3065dcf27fee6c19e9cde8e295cd37f3da4c3b1d31e9efba9e
# approved_by: sasiru
# approved_at: 2026-08-20T04:51:41.354059+00:00
# encryption_at_end: on
# encryption_toggled_during_run: no
# attacks_fired: none
# demand_multiplier: 1
# density: 1x
sim_time_s,clock,arm,demand_window,arrivals_window,blocked_entries,discharged_window,green_seconds_window,discharge_per_green_s,queue_length,mean_speed,accident_active,accident_location,anomaly_flag
930.0,08:15,North,0,0,0,0,0,0.0,0,2.2,0,,0
930.0,08:15,South,0,0,0,0,2.85,0.0,0,2.2,0,,0
930.0,08:15,East,0,0,0,1,14.15,0.0707,0,2.2,0,,0
930.0,08:15,West,0,0,0,0,0,0.0,0,2.2,0,,0
940.0,08:15,North,0,0,0,0,0,0.0,0,2.2,0,,0
940.0,08:15,South,0,0,0,0,0,0.0,0,2.2,0,,0
940.0,08:15,East,0,0,0,0,18.88,0.0,0,2.2,0,,0
940.0,08:15,West,0,0,0,0,0,0.0,0,2.2,0,,0
950.0,08:15,North,0,0,0,0,0,0.0,0,2.2,0,,0
950.0,08:15,South,0,0,0,0,0,0.0,0,2.2,0,,0
950.0,08:15,East,0,0,0,0,8.88,0.0,0,2.2,0,,0
950.0,08:15,West,0,0,0,0,8.12,0.0,0,2.2,0,,0
960.0,08:16,North,0,0,0,0,0,0.0,0,2.2,0,,0
960.0,08:16,South,0,0,0,0,0,0.0,0,2.2,0,,0
960.0,08:16,East,0,0,0,0,0,0.0,0,2.2,0,,0
960.0,08:16,West,0,0,0,0,16.0,0.0,0,2.2,0,,0
970.0,08:16,North,0,0,0,0,9.1,0.0,0,2.2,0,,0
970.0,08:16,South,0,0,0,0,0,0.0,0,2.2,0,,0
970.0,08:16,East,0,0,0,0,0,0.0,0,2.2,0,,0
970.0,08:16,West,0,0,0,0,7.9,0.0,0,2.2,0,,0
980.0,08:16,North,0,0,0,0,19.1,0.0,0,2.2,0,,0
980.0,08:16,South,0,0,0,0,0,0.0,0,2.2,0,,0
980.0,08:16,East,0,0,0,0,0,0.0,0,2.2,0,,0
980.0,08:16,West,0,0,0,0,0,0.0,0,2.2,0,,0
990.0,08:16,North,0,0,0,0,20.02,0.0,0,2.2,0,,0
990.0,08:16,South,0,0,0,0,0,0.0,0,2.2,0,,0
990.0,08:16,East,1,1,0,0,0,0.0,1,0.0,0,,0
990.0,08:16,West,0,0,0,0,0,0.0,0,2.2,0,,0
1000.0,08:16,North,0,0,0,0,20.02,0.0,0,2.2,0,,0
1000.0,08:16,South,1,1,0,0,0,0.0,1,0.0,0,,0
1000.0,08:16,East,1,1,0,0,0,0.0,1,0.0,0,,0
1000.0,08:16,West,0,0,0,0,0,0.0,0,2.2,0,,0
1010.0,08:16,North,0,0,0,0,16.93,0.0,0,2.2,0,,0
1010.0,08:16,South,1,1,0,0,0.07,0.0,1,0.24,0,,0
1010.0,08:16,East,0,0,0,0,0,0.0,1,0.0,0,,0
1010.0,08:16,West,0,0,0,0,0,0.0,0,2.2,0,,0
1020.0,08:17,North,0,0,0,0,6.93,0.0,0,2.2,0,,0
1020.0,08:17,South,0,0,0,1,10.07,0.0993,0,2.2,0,,0
1020.0,08:17,East,0,0,0,0,0,0.0,1,0.0,0,,0
1020.0,08:17,West,0,0,0,0,0,0.0,0,2.2,0,,0
1030.0,08:17,North,0,0,0,0,0,0.0,0,2.2,0,,0
1030.0,08:17,South,1,1,0,1,20.02,0.05,0,2.2,0,,0
1030.0,08:17,East,0,0,0,0,0,0.0,1,0.0,0,,0
1030.0,08:17,West,0,0,0,0,0,0.0,0,2.2,0,,0
1040.0,08:17,North,0,0,0,0,0,0.0,0,2.2,0,,0
1040.0,08:17,South,1,1,0,1,12.97,0.0771,0,2.2,0,,0
1040.0,08:17,East,0,0,0,1,4.03,0.2479,0,2.2,0,,0
1040.0,08:17,West,0,0,0,0,0,0.0,0,2.2,0,,0
1050.0,08:17,North,0,0,0,0,0,0.0,0,2.2,0,,0
1050.0,08:17,South,0,0,0,1,2.97,0.3371,0,2.2,0,,0
1050.0,08:17,East,0,0,0,1,14.03,0.0713,0,2.2,0,,0
1050.0,08:17,West,0,0,0,0,0,0.0,0,2.2,0,,0
1060.0,08:17,North,0,0,0,0,0,0.0,0,2.2,0,,0
1060.0,08:17,South,0,0,0,0,0,0.0,0,2.2,0,,0
1060.0,08:17,East,0,0,0,0,19.0,0.0,0,2.2,0,,0
1060.0,08:17,West,0,0,0,0,0,0.0,0,2.2,0,,0
1070.0,08:17,North,0,0,0,0,0,0.0,0,2.2,0,,0
1070.0,08:17,South,0,0,0,0,0,0.0,0,2.2,0,,0
1070.0,08:17,East,0,0,0,0,9.0,0.0,0,2.2,0,,0
1070.0,08:17,West,0,0,0,0,8.0,0.0,0,2.2,0,,0
1080.0,08:18,North,0,0,0,0,0,0.0,0,2.2,0,,0
1080.0,08:18,South,0,0,0,0,0,0.0,0,2.2,0,,0
1080.0,08:18,East,0,0,0,0,0,0.0,0,2.2,0,,0
1080.0,08:18,West,0,0,0,0,16.0,0.0,0,2.2,0,,0
1090.0,08:18,North,0,0,0,0,8.98,0.0,0,2.2,0,,0
1090.0,08:18,South,1,1,0,0,0,0.0,0,2.2,0,,0
1090.0,08:18,East,0,0,0,0,0,0.0,0,2.2,0,,0
1090.0,08:18,West,0,0,0,0,8.02,0.0,0,2.2,0,,0
1100.0,08:18,North,0,0,0,0,18.98,0.0,0,2.2,0,,0
1100.0,08:18,South,1,1,0,0,0,0.0,1,0.0,0,,0
1100.0,08:18,East,0,0,0,0,0,0.0,0,2.2,0,,0
1100.0,08:18,West,0,0,0,0,0,0.0,0,2.2,0,,0
1110.0,08:18,North,0,0,0,0,20.02,0.0,0,2.2,0,,0
1110.0,08:18,South,1,1,0,0,0,0.0,2,0.002,0,,0
1110.0,08:18,East,0,0,0,0,0,0.0,0,2.2,0,,0
1110.0,08:18,West,0,0,0,0,0,0.0,0,2.2,0,,0
1120.0,08:18,North,0,0,0,0,20.02,0.0,0,2.2,0,,0
1120.0,08:18,South,1,1,0,0,0,0.0,2,0.0,0,,0
1120.0,08:18,East,0,0,0,0,0,0.0,0,2.2,0,,0
1120.0,08:18,West,0,0,0,0,0,0.0,0,2.2,0,,0
1130.0,08:18,North,0,0,0,0,17.05,0.0,0,2.2,0,,0
1130.0,08:18,South,0,0,0,0,0,0.0,2,0.0,0,,0
1130.0,08:18,East,0,0,0,0,0,0.0,0,2.2,0,,0
1130.0,08:18,West,0,0,0,0,0,0.0,0,2.2,0,,0
1140.0,08:19,North,0,0,0,0,7.05,0.0,0,2.2,0,,0
1140.0,08:19,South,0,0,0,2,9.95,0.201,0,2.2,0,,0
1140.0,08:19,East,0,0,0,0,0,0.0,0,2.2,0,,0
1140.0,08:19,West,0,0,0,0,0,0.0,0,2.2,0,,0
1150.0,08:19,North,0,0,0,0,0,0.0,0,2.2,0,,0
1150.0,08:19,South,0,0,0,2,19.95,0.1003,0,2.2,0,,0
1150.0,08:19,East,0,0,0,0,0,0.0,0,2.2,0,,0
1150.0,08:19,West,0,0,0,0,0,0.0,0,2.2,0,,0
1160.0,08:19,North,1,1,0,0,0,0.0,0,0.722,0,,0
1160.0,08:19,South,0,0,0,0,13.08,0.0,0,2.2,0,,0
1160.0,08:19,East,0,0,0,0,3.92,0.0,0,2.2,0,,0
1160.0,08:19,West,0,0,0,0,0,0.0,0,2.2,0,,0
1170.0,08:19,North,1,1,0,0,0,0.0,1,0.0,0,,0
1170.0,08:19,South,0,0,0,0,3.08,0.0,0,2.2,0,,0
1170.0,08:19,East,0,0,0,0,13.92,0.0,0,2.2,0,,0
1170.0,08:19,West,0,0,0,0,0,0.0,0,2.2,0,,0
1180.0,08:19,North,1,1,0,0,0,0.0,2,0.0,0,,0
1180.0,08:19,South,1,1,0,0,0,0.0,0,2.2,0,,0
1180.0,08:19,East,0,0,0,0,19.12,0.0,0,2.2,0,,0
1180.0,08:19,West,0,0,0,0,0,0.0,0,2.2,0,,0
1190.0,08:19,North,1,1,0,0,0,0.0,2,0.0,0,,0
1190.0,08:19,South,1,1,0,0,0,0.0,1,0.0,0,,0
1190.0,08:19,East,0,0,0,0,9.12,0.0,0,2.2,0,,0
1190.0,08:19,West,0,0,0,0,7.88,0.0,0,2.2,0,,0
1200.0,08:20,North,0,0,0,0,0,0.0,2,0.0,0,,0
1200.0,08:20,South,0,0,0,0,0,0.0,1,0.0,0,,0
1200.0,08:20,East,0,0,0,0,0,0.0,0,2.2,0,,0
1200.0,08:20,West,0,0,0,0,16.0,0.0,0,2.2,0,,0
1210.0,08:20,North,0,0,0,2,8.87,0.2256,0,2.2,0,,0
1210.0,08:20,South,0,0,0,0,0,0.0,1,0.0,0,,0
1210.0,08:20,East,0,0,0,0,0,0.0,0,2.2,0,,0
1210.0,08:20,West,0,0,0,0,8.13,0.0,0,2.2,0,,0
1220.0,08:20,North,0,0,0,2,18.87,0.106,0,2.2,0,,0
1220.0,08:20,South,0,0,0,0,0,0.0,1,0.0,0,,0
1220.0,08:20,East,0,0,0,0,0,0.0,0,2.2,0,,0
1220.0,08:20,West,0,0,0,0,0,0.0,0,2.2,0,,0
1230.0,08:20,North,0,0,0,0,20.02,0.0,0,2.2,0,,0
1230.0,08:20,South,0,0,0,0,0,0.0,1,0.0,0,,0
1230.0,08:20,East,0,0,0,0,0,0.0,0,2.2,0,,0
1230.0,08:20,West,0,0,0,0,0,0.0,0,2.2,0,,0
1240.0,08:20,North,0,0,0,0,20.02,0.0,0,2.2,0,,0
1240.0,08:20,South,0,0,0,0,0,0.0,1,0.0,0,,0
1240.0,08:20,East,0,0,0,0,0,0.0,0,2.2,0,,0
1240.0,08:20,West,0,0,0,0,0,0.0,0,2.2,0,,0
1250.0,08:20,North,0,0,0,0,17.17,0.0,0,2.2,0,,0
1250.0,08:20,South,0,0,0,0,0,0.0,1,0.0,0,,0
1250.0,08:20,East,0,0,0,0,0,0.0,0,2.2,0,,0
1250.0,08:20,West,0,0,0,0,0,0.0,0,2.2,0,,0
1260.0,08:21,North,0,0,0,0,7.17,0.0,0,2.2,0,,0
1260.0,08:21,South,0,0,0,1,9.83,0.1017,0,2.2,0,,0
1260.0,08:21,East,0,0,0,0,0,0.0,0,2.2,0,,0
1260.0,08:21,West,0,0,0,0,0,0.0,0,2.2,0,,0
1270.0,08:21,North,0,0,0,0,0,0.0,0,2.2,0,,0
1270.0,08:21,South,0,0,0,1,19.83,0.0504,0,2.2,0,,0
1270.0,08:21,East,0,0,0,0,0,0.0,0,2.2,0,,0
1270.0,08:21,West,0,0,0,0,0,0.0,0,2.2,0,,0
1280.0,08:21,North,0,0,0,0,0,0.0,0,2.2,0,,0
1280.0,08:21,South,0,0,0,0,13.2,0.0,0,2.2,0,,0
1280.0,08:21,East,0,0,0,0,3.8,0.0,0,2.2,0,,0
1280.0,08:21,West,0,0,0,0,0,0.0,0,2.2,0,,0
1290.0,08:21,North,0,0,0,0,0,0.0,0,2.2,0,,0
1290.0,08:21,South,0,0,0,0,3.2,0.0,0,2.2,0,,0
1290.0,08:21,East,0,0,0,0,13.8,0.0,0,2.2,0,,0
1290.0,08:21,West,0,0,0,0,0,0.0,0,2.2,0,,0
1300.0,08:21,North,0,0,0,0,0,0.0,0,2.2,0,,0
1300.0,08:21,South,0,0,0,0,0,0.0,0,2.2,0,,0
1300.0,08:21,East,0,0,0,0,19.23,0.0,0,2.2,0,,0
1300.0,08:21,West,0,0,0,0,0,0.0,0,2.2,0,,0
1310.0,08:21,North,0,0,0,0,0,0.0,0,2.2,0,,0
1310.0,08:21,South,0,0,0,0,0,0.0,0,2.2,0,,0
1310.0,08:21,East,0,0,0,0,9.23,0.0,0,2.2,0,,0
1310.0,08:21,West,0,0,0,0,7.77,0.0,0,2.2,0,,0
1320.0,08:22,North,0,0,0,0,0,0.0,0,2.2,0,,0
1320.0,08:22,South,0,0,0,0,0,0.0,0,2.2,0,,0
1320.0,08:22,East,0,0,0,0,0,0.0,0,2.2,0,,0
1320.0,08:22,West,0,0,0,0,16.0,0.0,0,2.2,0,,0
1330.0,08:22,North,0,0,0,0,8.75,0.0,0,2.2,0,,0
1330.0,08:22,South,0,0,0,0,0,0.0,0,2.2,0,,0
1330.0,08:22,East,0,0,0,0,0,0.0,0,2.2,0,,0
1330.0,08:22,West,0,0,0,0,8.25,0.0,0,2.2,0,,0
1340.0,08:22,North,0,0,0,0,18.75,0.0,0,2.2,0,,0
1340.0,08:22,South,0,0,0,0,0,0.0,0,2.2,0,,0
1340.0,08:22,East,0,0,0,0,0,0.0,0,2.2,0,,0
1340.0,08:22,West,0,0,0,0,0,0.0,0,2.2,0,,0
1350.0,08:22,North,0,0,0,0,20.02,0.0,0,2.2,0,,0
1350.0,08:22,South,0,0,0,0,0,0.0,0,2.2,0,,0
1350.0,08:22,East,0,0,0,0,0,0.0,0,2.2,0,,0
1350.0,08:22,West,0,0,0,0,0,0.0,0,2.2,0,,0
1360.0,08:22,North,0,0,0,0,20.02,0.0,0,2.2,0,,0
1360.0,08:22,South,1,1,0,0,0,0.0,1,0.0,0,,0
1360.0,08:22,East,0,0,0,0,0,0.0,0,2.2,0,,0
1360.0,08:22,West,0,0,0,0,0,0.0,0,2.2,0,,0
1370.0,08:22,North,1,1,0,1,17.28,0.0579,0,2.2,0,,0
1370.0,08:22,South,1,1,0,0,0,0.0,1,0.0,0,,0
1370.0,08:22,East,0,0,0,0,0,0.0,0,2.2,0,,0
1370.0,08:22,West,0,0,0,0,0,0.0,0,2.2,0,,0
1380.0,08:23,North,1,1,0,1,7.28,0.1373,0,2.2,0,,0
1380.0,08:23,South,0,0,0,1,9.72,0.1029,0,2.2,0,,0
1380.0,08:23,East,0,0,0,0,0,0.0,0,2.2,0,,0
1380.0,08:23,West,0,0,0,0,0,0.0,0,2.2,0,,0
1390.0,08:23,North,0,0,0,0,0,0.0,0,2.2,0,,0
1390.0,08:23,South,0,0,0,1,19.72,0.0507,0,2.2,0,,0
1390.0,08:23,East,0,0,0,0,0,0.0,0,2.2,0,,0
1390.0,08:23,West,0,0,0,0,0,0.0,0,2.2,0,,0
1400.0,08:23,North,0,0,0,0,0,0.0,0,2.2,0,,0
1400.0,08:23,South,0,0,0,0,13.32,0.0,0,2.2,0,,0
1400.0,08:23,East,0,0,0,0,3.68,0.0,0,2.2,0,,0
1400.0,08:23,West,0,0,0,0,0,0.0,0,2.2,0,,0
1410.0,08:23,North,0,0,0,0,0,0.0,0,2.2,0,,0
1410.0,08:23,South,0,0,0,0,3.32,0.0,0,2.2,0,,0
1410.0,08:23,East,0,0,0,0,13.68,0.0,0,2.2,0,,0
1410.0,08:23,West,0,0,0,0,0,0.0,0,2.2,0,,0
1420.0,08:23,North,0,0,0,0,0,0.0,0,2.2,0,,0
1420.0,08:23,South,0,0,0,0,0,0.0,0,2.2,0,,0
1420.0,08:23,East,0,0,0,0,19.35,0.0,0,2.2,0,,0
1420.0,08:23,West,0,0,0,0,0,0.0,0,2.2,0,,0
1430.0,08:23,North,0,0,0,0,0,0.0,0,2.2,0,,0
1430.0,08:23,South,0,0,0,0,0,0.0,0,2.2,0,,0
1430.0,08:23,East,0,0,0,0,9.35,0.0,0,2.2,0,,0
1430.0,08:23,West,0,0,0,0,7.65,0.0,0,2.2,0,,0
1440.0,08:24,North,0,0,0,0,0,0.0,0,2.2,0,,0
1440.0,08:24,South,0,0,0,0,0,0.0,0,2.2,0,,0
1440.0,08:24,East,0,0,0,0,0,0.0,0,2.2,0,,0
1440.0,08:24,West,0,0,0,0,16.0,0.0,0,2.2,0,,0
1450.0,08:24,North,0,0,0,0,8.63,0.0,0,2.2,0,,0
1450.0,08:24,South,0,0,0,0,0,0.0,0,2.2,0,,0
1450.0,08:24,East,0,0,0,0,0,0.0,0,2.2,0,,0
1450.0,08:24,West,0,0,0,0,8.37,0.0,0,2.2,0,,0
1460.0,08:24,North,0,0,0,0,18.63,0.0,0,2.2,0,,0
1460.0,08:24,South,0,0,0,0,0,0.0,0,2.2,0,,0
1460.0,08:24,East,0,0,0,0,0,0.0,0,2.2,0,,0
1460.0,08:24,West,0,0,0,0,0,0.0,0,2.2,0,,0
1470.0,08:24,North,0,0,0,0,20.02,0.0,0,2.2,0,,0
1470.0,08:24,South,0,0,0,0,0,0.0,0,2.2,0,,0
1470.0,08:24,East,0,0,0,0,0,0.0,0,2.2,0,,0
1470.0,08:24,West,0,0,0,0,0,0.0,0,2.2,0,,0
1480.0,08:24,North,0,0,0,0,20.02,0.0,0,2.2,0,,0
1480.0,08:24,South,0,0,0,0,0,0.0,0,2.2,0,,0
1480.0,08:24,East,0,0,0,0,0,0.0,0,2.2,0,,0
1480.0,08:24,West,0,0,0,0,0,0.0,0,2.2,0,,0
1490.0,08:24,North,0,0,0,0,17.4,0.0,0,2.2,0,,0
1490.0,08:24,South,0,0,0,0,0,0.0,0,2.2,0,,0
1490.0,08:24,East,0,0,0,0,0,0.0,0,2.2,0,,0
1490.0,08:24,West,0,0,0,0,0,0.0,0,2.2,0,,0
1500.0,08:25,North,0,0,0,0,7.4,0.0,0,2.2,0,,0
1500.0,08:25,South,0,0,0,0,9.6,0.0,0,2.2,0,,0
1500.0,08:25,East,0,0,0,0,0,0.0,0,2.2,0,,0
1500.0,08:25,West,0,0,0,0,0,0.0,0,2.2,0,,0
1510.0,08:25,North,0,0,0,0,0,0.0,0,2.2,0,,0
1510.0,08:25,South,0,0,0,0,19.6,0.0,0,2.2,0,,0
1510.0,08:25,East,0,0,0,0,0,0.0,0,2.2,0,,0
1510.0,08:25,West,0,0,0,0,0,0.0,0,2.2,0,,0
1520.0,08:25,North,0,0,0,0,0,0.0,0,2.2,0,,0
1520.0,08:25,South,0,0,0,0,13.43,0.0,0,2.2,0,,0
1520.0,08:25,East,0,0,0,0,3.57,0.0,0,2.2,0,,0
1520.0,08:25,West,0,0,0,0,0,0.0,0,2.2,0,,0
1530.0,08:25,North,0,0,0,0,0,0.0,0,2.2,0,,0
1530.0,08:25,South,0,0,0,0,3.43,0.0,0,2.2,0,,0
1530.0,08:25,East,0,0,0,0,13.57,0.0,0,2.2,0,,0
1530.0,08:25,West,0,0,0,0,0,0.0,0,2.2,0,,0
1540.0,08:25,North,0,0,0,0,0,0.0,0,2.2,0,,0
1540.0,08:25,South,0,0,0,0,0,0.0,0,2.2,0,,0
1540.0,08:25,East,0,0,0,0,19.47,0.0,0,2.2,0,,0
1540.0,08:25,West,0,0,0,0,0,0.0,0,2.2,0,,0
1550.0,08:25,North,0,0,0,0,0,0.0,0,2.2,0,,0
1550.0,08:25,South,0,0,0,0,0,0.0,0,2.2,0,,0
1550.0,08:25,East,0,0,0,0,9.47,0.0,0,2.2,0,,0
1550.0,08:25,West,0,0,0,0,7.53,0.0,0,2.2,0,,0
1560.0,08:26,North,0,0,0,0,0,0.0,0,2.2,0,,0
1560.0,08:26,South,0,0,0,0,0,0.0,0,2.2,0,,0
1560.0,08:26,East,0,0,0,0,0,0.0,0,2.2,0,,0
1560.0,08:26,West,0,0,0,0,16.0,0.0,0,2.2,0,,0
1570.0,08:26,North,0,0,0,0,8.52,0.0,0,2.2,0,,0
1570.0,08:26,South,0,0,0,0,0,0.0,0,2.2,0,,0
1570.0,08:26,East,0,0,0,0,0,0.0,0,2.2,0,,0
1570.0,08:26,West,0,0,0,0,8.48,0.0,0,2.2,0,,0
1580.0,08:26,North,0,0,0,0,18.52,0.0,0,2.2,0,,0
1580.0,08:26,South,0,0,0,0,0,0.0,0,2.2,0,,0
1580.0,08:26,East,0,0,0,0,0,0.0,0,2.2,0,,0
1580.0,08:26,West,0,0,0,0,0,0.0,0,2.2,0,,0
1590.0,08:26,North,0,0,0,0,20.02,0.0,0,2.2,0,,0
1590.0,08:26,South,0,0,0,0,0,0.0,0,2.2,0,,0
1590.0,08:26,East,0,0,0,0,0,0.0,0,2.2,0,,0
1590.0,08:26,West,0,0,0,0,0,0.0,0,2.2,0,,0
1600.0,08:26,North,0,0,0,0,20.02,0.0,0,2.2,0,,0
1600.0,08:26,South,0,0,0,0,0,0.0,0,2.2,0,,0
1600.0,08:26,East,0,0,0,0,0,0.0,0,2.2,0,,0
1600.0,08:26,West,0,0,0,0,0,0.0,0,2.2,0,,0
1610.0,08:26,North,0,0,0,0,17.52,0.0,0,2.2,0,,0
1610.0,08:26,South,0,0,0,0,0,0.0,0,2.2,0,,0
1610.0,08:26,East,0,0,0,0,0,0.0,0,2.2,0,,0
1610.0,08:26,West,0,0,0,0,0,0.0,0,2.2,0,,0
1620.0,08:27,North,0,0,0,0,7.52,0.0,0,2.2,0,,0
1620.0,08:27,South,0,0,0,0,9.48,0.0,0,2.2,0,,0
1620.0,08:27,East,0,0,0,0,0,0.0,0,2.2,0,,0
1620.0,08:27,West,0,0,0,0,0,0.0,0,2.2,0,,0
1630.0,08:27,North,0,0,0,0,0,0.0,0,2.2,0,,0
1630.0,08:27,South,0,0,0,0,19.48,0.0,0,2.2,0,,0
1630.0,08:27,East,0,0,0,0,0,0.0,0,2.2,0,,0
1630.0,08:27,West,0,0,0,0,0,0.0,0,2.2,0,,0
1640.0,08:27,North,0,0,0,0,0,0.0,0,2.2,0,,0
1640.0,08:27,South,0,0,0,0,13.55,0.0,0,2.2,0,,0
1640.0,08:27,East,0,0,0,0,3.45,0.0,0,2.2,0,,0
1640.0,08:27,West,0,0,0,0,0,0.0,0,2.2,0,,0
1650.0,08:27,North,0,0,0,0,0,0.0,0,2.2,0,,0
1650.0,08:27,South,0,0,0,0,3.55,0.0,0,2.2,0,,0
1650.0,08:27,East,0,0,0,0,13.45,0.0,0,2.2,0,,0
1650.0,08:27,West,0,0,0,0,0,0.0,0,2.2,0,,0
1660.0,08:27,North,0,0,0,0,0,0.0,0,2.2,0,,0
1660.0,08:27,South,0,0,0,0,0,0.0,0,2.2,0,,0
1660.0,08:27,East,0,0,0,0,19.58,0.0,0,2.2,0,,0
1660.0,08:27,West,0,0,0,0,0,0.0,0,2.2,0,,0
1670.0,08:27,North,0,0,0,0,0,0.0,0,2.2,0,,0
1670.0,08:27,South,0,0,0,0,0,0.0,0,2.2,0,,0
1670.0,08:27,East,0,0,0,0,9.58,0.0,0,2.2,0,,0
1670.0,08:27,West,0,0,0,0,7.42,0.0,0,2.2,0,,0
1680.0,08:28,North,0,0,0,0,0,0.0,0,2.2,0,,0
1680.0,08:28,South,0,0,0,0,0,0.0,0,2.2,0,,0
1680.0,08:28,East,0,0,0,0,0,0.0,0,2.2,0,,0
1680.0,08:28,West,0,0,0,0,16.0,0.0,0,2.2,0,,0
1690.0,08:28,North,0,0,0,0,8.4,0.0,0,2.2,0,,0
1690.0,08:28,South,0,0,0,0,0,0.0,0,2.2,0,,0
1690.0,08:28,East,0,0,0,0,0,0.0,0,2.2,0,,0
1690.0,08:28,West,0,0,0,0,8.6,0.0,0,2.2,0,,0
1700.0,08:28,North,0,0,0,0,18.4,0.0,0,2.2,0,,0
1700.0,08:28,South,0,0,0,0,0,0.0,0,2.2,0,,0
1700.0,08:28,East,0,0,0,0,0,0.0,0,2.2,0,,0
1700.0,08:28,West,1,1,0,0,0,0.0,0,2.2,0,,0
1710.0,08:28,North,0,0,0,0,20.02,0.0,0,2.2,0,,0
1710.0,08:28,South,0,0,0,0,0,0.0,0,2.2,0,,0
1710.0,08:28,East,0,0,0,0,0,0.0,0,2.2,0,,0
1710.0,08:28,West,1,1,0,0,0,0.0,1,0.0,0,,0
1720.0,08:28,North,0,0,0,0,20.02,0.0,0,2.2,0,,0
1720.0,08:28,South,0,0,0,0,0,0.0,0,2.2,0,,0
1720.0,08:28,East,0,0,0,0,0,0.0,0,2.2,0,,0
1720.0,08:28,West,0,0,0,0,0,0.0,1,0.0,0,,0
1730.0,08:28,North,0,0,0,0,17.63,0.0,0,2.2,0,,0
1730.0,08:28,South,0,0,0,0,0,0.0,0,2.2,0,,0
1730.0,08:28,East,0,0,0,0,0,0.0,0,2.2,0,,0
1730.0,08:28,West,0,0,0,0,0,0.0,1,0.0,0,,0
1740.0,08:29,North,0,0,0,0,7.63,0.0,0,2.2,0,,0
1740.0,08:29,South,0,0,0,0,9.37,0.0,0,2.2,0,,0
1740.0,08:29,East,0,0,0,0,0,0.0,0,2.2,0,,0
1740.0,08:29,West,0,0,0,0,0,0.0,1,0.0,0,,0
1750.0,08:29,North,0,0,0,0,0,0.0,0,2.2,0,,0
1750.0,08:29,South,0,0,0,0,19.37,0.0,0,2.2,0,,0
1750.0,08:29,East,0,0,0,0,0,0.0,0,2.2,0,,0
1750.0,08:29,West,0,0,0,0,0,0.0,1,0.0,0,,0
1760.0,08:29,North,0,0,0,0,0,0.0,0,2.2,0,,0
1760.0,08:29,South,0,0,0,0,13.67,0.0,0,2.2,0,,0
1760.0,08:29,East,0,0,0,0,3.33,0.0,0,2.2,0,,0
1760.0,08:29,West,0,0,0,0,0,0.0,1,0.0,0,,0
1770.0,08:29,North,0,0,0,0,0,0.0,0,2.2,0,,0
1770.0,08:29,South,0,0,0,0,3.67,0.0,0,2.2,0,,0
1770.0,08:29,East,0,0,0,0,13.33,0.0,0,2.2,0,,0
1770.0,08:29,West,0,0,0,0,0,0.0,1,0.0,0,,0
1780.0,08:29,North,0,0,0,0,0,0.0,0,2.2,0,,0
1780.0,08:29,South,0,0,0,0,0,0.0,0,2.2,0,,0
1780.0,08:29,East,0,0,0,0,19.7,0.0,0,2.2,0,,0
1780.0,08:29,West,0,0,0,0,0,0.0,1,0.0,0,,0
1790.0,08:29,North,0,0,0,0,0,0.0,0,2.2,0,,0
1790.0,08:29,South,0,0,0,0,0,0.0,0,2.2,0,,0
1790.0,08:29,East,0,0,0,0,9.7,0.0,0,2.2,0,,0
1790.0,08:29,West,0,0,0,1,7.3,0.137,0,2.2,0,,0
1800.0,08:30,North,0,0,0,0,0,0.0,0,2.2,0,,0
1800.0,08:30,South,0,0,0,0,0,0.0,0,2.2,0,,0
1800.0,08:30,East,0,0,0,0,0,0.0,0,2.2,0,,0
1800.0,08:30,West,1,1,0,2,16.0,0.125,0,2.2,0,,0
1810.0,08:30,North,0,0,0,0,8.28,0.0,0,2.2,0,,0
1810.0,08:30,South,0,0,0,0,0,0.0,0,2.2,0,,0
1810.0,08:30,East,0,0,0,0,0,0.0,0,2.2,0,,0
1810.0,08:30,West,1,1,0,1,8.72,0.1147,0,2.2,0,,0
1820.0,08:30,North,0,0,0,0,18.28,0.0,0,2.2,0,,0
1820.0,08:30,South,0,0,0,0,0,0.0,0,2.2,0,,0
1820.0,08:30,East,0,0,0,0,0,0.0,0,2.2,0,,0
1820.0,08:30,West,1,1,0,0,0,0.0,0,2.2,0,,0
1830.0,08:30,North,0,0,0,0,20.02,0.0,0,2.2,0,,0
1830.0,08:30,South,0,0,0,0,0,0.0,0,2.2,0,,0
1830.0,08:30,East,0,0,0,0,0,0.0,0,2.2,0,,0
1830.0,08:30,West,1,1,0,0,0,0.0,1,0.0,0,,0
1840.0,08:30,North,0,0,0,0,20.02,0.0,0,2.2,0,,0
1840.0,08:30,South,0,0,0,0,0,0.0,0,2.2,0,,0
1840.0,08:30,East,0,0,0,0,0,0.0,0,2.2,0,,0
1840.0,08:30,West,0,0,0,0,0,0.0,1,0.0,0,,0
1850.0,08:30,North,0,0,0,0,17.75,0.0,0,2.2,0,,0
1850.0,08:30,South,0,0,0,0,0,0.0,0,2.2,0,,0
